Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
喀麦隆,CMR,人均 GDP（现价美元）,NY.GDP.PCAP.CD,119.5341872,124.4216918,129.5155192,131.0834865,138.5654873,140.9074501,144.2520758,154.1756272,169.6245685,181.0678013,177.7063609,184.2397815,208.1314731,249.0902541,310.9114267,369.1346945,401.1492919,426.6103015,542.9245797,694.7470764,782.1396718,859.6568809,799.5699949,781.5619272,800.8261351,810.7666623,1024.387656,1150.1642,1132.477702,979.5901011,951.8882236,1030.979969,918.3958707,1214.697379,808.5760946,716.4369269,761.151765,764.7846067,730.7326938,751.9782914,660.1926971,661.7774417,719.8896584,881.0102086,1027.823,1030.038193,1081.369831,1215.808213,1396.824988,1338.884377,1309.122208,1429.647553,1380.509848,1493.746567,1571.182535,1353.92449,1374.515899,1446.702895
刚果（金）,COD,人均 GDP（现价美元）,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,324.8816785,200.0890469,262.1074603,227.5628533,283.7902068,263.6167755,269.5195264,,,,145.020926,135.7599034,134.9531707,138.9696783,138.6182735,102.6447985,405.4696531,153.6995733,175.1360715,173.9163518,194.1667863,218.5235092,255.5913138,286.5075372,327.7676543,298.8069562,334.2317394,387.3235796,424.8591337,458.1253652,487.1982806,497.6297557,444.4103346,457.8473868
刚果（布）,COG,人均 GDP（现价美元）,NY.GDP.PCAP.CD,127.0047459,142.5375164,152.4512126,153.541996,161.1348414,167.4536727,181.2183451,189.6595505,195.1412317,200.0080263,201.4641576,229.0048145,283.1190395,362.2702779,379.4441108,482.4426816,460.6695849,453.7285154,506.1760713,670.7684034,927.0962559,1052.165292,1107.342201,1043.853685,1060.658298,1015.557387,845.1688012,1021.611602,957.2493252,1006.141041,1146.812278,1086.563528,1138.216095,724.5478424,649.9053718,755.9168343,882.4250746,784.0481056,639.4985577,750.5265889,998.1968562,842.7090677,886.3616653,998.1013117,1289.337837,1637.064381,2012.11007,2111.209489,2881.594116,2255.333119,2737.34233,3196.647524,2952.052348,2964.572989,2910.520226,1712.121146,1528.24472,1658.043625
哥伦比亚,COL,人均 GDP（现价美元）,NY.GDP.PCAP.CD,245.1974662,268.0973707,283.9174392,268.3243984,322.4721694,302.4540416,276.4887797,281.9698887,283.1111555,298.0524064,326.2903,345.8511327,374.6244668,435.732888,510.9888819,529.0886694,605.8191248,751.6257542,877.7966283,1030.497681,1204.155168,1282.364618,1342.468124,1304.601346,1260.395794,1125.201935,1103.338706,1125.261149,1189.140678,1175.93261,1175.14927,1181.081644,1385.866477,1541.712369,2218.78471,2470.683623,2553.549692,2759.952748,2509.139633,2164.432929,2472.197831,2395.856551,2355.725857,2246.257472,2740.249442,3386.0256,3709.078776,4674.21961,5433.72045,5148.422113,6250.655044,7227.73968,7884.984429,8030.58603,7913.383432,6044.525556,5756.861602,6301.589878
科摩罗,COM,人均 GDP（现价美元）,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,401.2150932,359.7913681,327.5450756,331.8089951,311.144433,322.2031412,444.2469485,521.5228938,534.7843862,497.2904719,607.4694013,582.3065192,609.9032196,586.6533885,401.8409364,487.797973,471.721275,422.5487938,417.928473,420.8779342,375.8528566,395.9319363,433.2691451,544.5066526,616.4197236,621.9033702,648.3008717,720.7593013,795.9705019,778.5454199,769.1742883,829.7586885,788.632653,834.3410949,852.9543079,727.6463868,775.0800846,797.2863685
佛得角,CPV,人均 GDP（现价美元）,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,496.2267642,478.282435,473.0503005,456.4629076,426.6979481,437.1364851,595.4445052,724.0943075,801.733062,797.9155124,897.6495095,913.9639435,994.6280468,1328.993994,1072.330788,1251.902319,1258.80907,1201.956656,1250.615376,1389.719796,1239.377855,1268.884564,1373.515636,1768.921302,1976.458506,2048.13459,2304.289902,3112.285601,3638.905946,3444.5566,3312.825985,3670.429453,3408.482762,3558.796313,3529.618403,2995.150553,3037.525642,3209.69112
哥斯达黎加,CRI,人均 GDP（现价美元）,NY.GDP.PCAP.CD,380.7191307,354.815218,334.4868363,344.8290256,353.001883,373.0330451,394.173151,412.7293867,442.9877079,474.6844143,532.6671368,567.4123466,635.9636206,766.0887124,814.7052445,934.8988849,1121.338039,1391.67107,1554.708466,1734.436062,2022.109731,1069.139835,1033.894312,1535.351908,1727.175553,1756.856818,1955.702554,2033.671259,2059.311255,2274.430069,2391.301446,2257.491123,2618.167952,2854.6202,3045.406733,3279.326506,3230.234155,3408.365101,3614.562567,3688.398314,3808.363689,3981.528047,4062.014965,4167.714107,4425.507467,4697.011135,5245.187372,6120.6234,6911.136152,6809.396224,8199.414621,9186.59639,9985.36959,10569.66631,10630.9979,11393.02395,11732.71055,11630.6684
加勒比小国,CSS,人均 GDP（现价美元）,NY.GDP.PCAP.CD,453.6349451,481.8351715,499.1034663,520.6349217,552.925642,585.9679331,626.2204905,663.0563182,650.8538074,699.4840544,760.1374739,816.3127671,933.5893109,1007.693688,1294.637981,1489.437276,1516.872331,1741.842328,1768.337361,2011.805712,2448.094604,2668.658602,2929.149153,2931.73301,2762.493317,2704.767311,2447.562109,2612.733805,2753.732734,2803.733181,2970.039725,2910.691263,2840.659312,3041.30762,3173.942108,3479.264554,3768.37032,4384.842956,4624.379778,4895.055269,5215.613341,5331.770724,5566.693004,5910.039375,6423.088959,7214.815533,8024.01364,8855.473496,9988.74494,8365.033888,9039.288633,9728.001302,9976.727227,10026.67409,10125.40682,9842.968671,9355.868253,9517.932644
古巴,CUB,人均 GDP（现价美元）,NY.GDP.PCAP.CD,,,,,,,,,,,653.2329148,779.5590533,901.3717984,1088.453907,1224.423039,1380.250601,1444.801798,1474.48163,1837.502319,2003.054352,2024.66004,2038.630096,2111.052398,2227.905625,2399.844466,2273.184149,2382.608905,2455.209164,2645.49087,2576.974727,2706.975742,2280.335931,2057.682969,2072.167419,2621.824239,2790.178221,2282.389619,2303.090535,2326.112221,2553.06976,2741.110542,2832.188893,2994.339988,3192.669378,3390.716256,3779.05707,4669.060916,5184.494227,5376.447622,5484.7763,5676.141403,6075.924306,6425.941119,6760.15344,7050.50199,7602.261218,,
库拉索,CUW,人均 GDP（现价美元）,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
开曼群岛,CYM,人均 GDP（现价美元）,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30189.76843,,,,,,,,,,64100.9077,,,,,,,,,,,
塞浦路斯,CYP,人均 GDP（现价美元）,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,976.3342448,1157.411648,1476.271543,1929.403607,2559.259675,4232.022939,4033.240478,4122.784499,4091.048498,4258.743589,4488.287003,5642.631476,6690.577975,7645.629767,8038.914242,9641.575273,9696.099593,11310.07192,10526.14177,11617.69278,15098.00602,14969.42279,14303.53857,15247.29329,15457.64436,14672.88206,15062.92433,16372.29152,20293.40789,23932.49128,25324.48666,27169.99256,31386.63265,35390.70488,32105.8159,30818.46396,32233.83942,28984.91481,27942.31667,27400.80299,23212.2247,23666.97357,25233.57098
捷克共和国,CZE,人均 GDP（现价美元）,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3917.15984,2878.719283,3352.034161,3931.744463,4601.952312,5788.150737,6493.863346,5996.83381,6458.904501,6307.698004,6011.61522,6609.20553,8032.896612,9773.117503,11685.88724,13346.17639,15183.63605,18373.649,22698.85396,19741.59763,19808.07109,21717.45794,19729.87051,19916.01939,19744.55861,17715.61685,18483.71648,20368.13856
德国,DEU,人均 GDP（现价美元）,NY.GDP.PCAP.CD,,,,,,,,,,,2750.719742,3180.055927,3795.566081,5027.660309,5617.741721,6212.763127,6609.753392,7653.884711,9446.166785,11238.34067,12092.38185,10170.44628,9876.228232,9827.022409,9277.932299,9393.891691,13410.8971,16614.4101,17863.4379,17697.16351,22219.57253,23269.3818,26333.53744,25488.51952,27087.55845,31729.69976,30564.24781,27045.71913,27340.67288,26795.99113,23718.7467,23687.31689,25205.16445,30359.95215,34165.93403,34696.62092,36447.87232,41814.8191,45699.19832,41732.70725,41785.55691,46810.32796,44065.24891,46530.91143,48042.56343,41323.9215,42232.57421,44469.90906
吉布提,DJI,人均 GDP（现价美元）,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,801.1727273,,761.4703124,748.1952492,725.7425321,766.1409545,762.0113217,777.2623296,753.5201889,790.0322652,789.5517691,767.4669289,760.5314478,755.5962418,765.7204882,768.1760767,781.2322196,792.15412,819.974118,864.1847206,904.7297489,965.6693779,1047.586896,1214.077118,1253.657431,1325.990724,1430.986898,1536.150685,1477.363042,1595.146365,1761.610158,1872.234623,1927.589706
多米尼克,DMA,人均 GDP（现价美元）,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,495.4348854,608.4207102,591.2084924,784.7146613,878.5209754,958.5187156,1069.286071,1210.679371,1338.690509,1534.735694,1745.863592,2003.940044,2152.860308,2345.010606,2547.034768,2701.976318,2814.471542,3018.778239,3139.180544,3323.416184,3473.795902,3676.778215,3830.175253,4820.107567,4924.922784,4836.384921,4994.667402,5325.046981,5244.033732,5513.16071,5939.053585,6446.663832,6866.224899,6912.435714,6986.046687,6745.849758,6933.415183,7195.393297,7313.849428,7906.721742,7609.614349
丹麦,DNK,人均 GDP（现价美元）,NY.GDP.PCAP.CD,1364.51716,1503.537013,1681.029913,1775.370385,2013.243077,2243.931595,2443.259791,2644.786647,2712.6124,3068.236741,3464.456995,3845.496159,4654.305336,6119.372658,6770.73393,7999.111532,8787.580917,9783.840858,11826.00355,13752.00641,13883.89965,12081.78954,11804.43319,11857.90212,11562.91349,12253.09555,17201.08283,21340.71406,22527.0471,21901.05752,26891.44164,27011.38589,29569.65453,27597.97148,29995.56522,35351.38071,35650.72434,32835.92877,33368.15485,33440.80162,30743.55917,30751.64946,33228.69291,40458.77064,46511.60457,48799.82037,52026.99311,58487.04501,64322.06664,58163.29359,58041.41122,61753.66007,58507.50021,61191.19263,62548.98502,53012.99658,53578.75657,56307.5083
多米尼加共和国,DOM,人均 GDP（现价美元）,NY.GDP.PCAP.CD,204.1260251,192.0266541,234.0343478,258.5589678,272.9142917,228.9538297,245.8904751,250.8539774,253.9043888,281.1894003,329.8606475,359.8270308,417.5057889,479.5440415,582.8500323,698.9020444,748.2687314,847.6006331,861.258295,968.7926263,1141.451721,1222.661485,1310.122738,1387.320754,1626.43196,777.424081,923.89029,861.3911436,778.5121223,949.404024,984.6913025,1328.804824,1520.545463,1718.597195,1891.414848,2103.115771,2271.943595,2452.131744,2612.288688,2626.326473,2838.513335,2943.421936,3098.051705,2413.410133,2492.868226,3910.017774,4067.332917,4647.310359,5011.037937,4952.677503,5453.926861,5765.496453,5973.222937,6094.734904,6348.837769,6534.908555,6793.538125,7052.258839
阿尔及利亚,DZA,人均 GDP（现价美元）,NY.GDP.PCAP.CD,244.8248065,213.4859051,171.2098095,225.5305962,236.6101896,248.3781436,234.1889083,252.4182522,280.2682882,300.9818257,334.2595277,339.3840491,439.7311239,551.4344417,813.0499027,931.1055173,1031.303135,1185.510635,1447.618021,1771.965549,2189.77668,2223.697344,2197.1105,2298.883805,2452.664632,2567.495905,2740.654724,2790.473919,2402.825627,2202.55809,2394.42038,1721.578696,1766.054678,1797.523561,1499.971505,1444.908036,1596.029867,1612.009303,1588.481449,1581.004564,1757.017797,1732.857979,1774.033673,2094.335506,2598.908023,3100.122378,3464.610079,3935.183343,4905.254866,3868.83123,4463.394675,5432.41332,5565.134521,5471.123389,5466.425778,4160.220067,3916.881571,4123.389937
东亚与太平洋地区（不包括高收入）,EAP,人均 GDP（现价美元）,NY.GDP.PCAP.CD,89.77457795,78.84349463,71.2986032,75.27806099,85.18249566,96.97892368,103.2615238,97.47774367,95.82648452,104.7093229,113.574513,118.8641415,131.520248,161.7325101,178.5302891,196.8511441,196.3262775,223.2626684,212.7637332,242.5990731,275.6834885,289.6395673,298.8491508,308.3599982,329.4943187,355.3470025,348.4350396,338.1632838,368.5942928,391.7738761,413.2063816,441.7038239,488.1041664,528.790436,627.8774717,765.2794032,868.3655881,888.8269007,805.4742618,876.7333453,955.5182211,1007.150819,1104.844787,1240.022167,1426.393254,1639.192514,1959.125537,2459.423309,3091.045043,3328.866916,4008.910458,4865.854014,5389.268641,5905.25705,6303.613886,6510.503451,6579.330827,7127.72037
早人口紅利,EAR,人均 GDP（现价美元）,NY.GDP.PCAP.CD,141.4949165,139.0883454,140.762316,154.0633525,167.0710549,177.31663,170.1187401,179.9724115,190.1033347,205.7688224,212.959934,226.0034391,250.3976595,315.3256457,431.2560855,456.3099236,490.438163,535.2097176,579.9589008,687.8271587,827.8174625,902.8111114,836.3715737,821.6241533,790.3211444,790.8205649,780.021735,763.9948098,799.6636881,799.2191633,898.7120694,928.7923973,998.0086932,1075.239811,1101.587691,1103.331675,1178.763973,1237.822682,1200.24925,1246.980674,1328.852957,1292.809697,1233.969758,1349.484026,1542.1189,1768.460063,1992.168186,2327.761213,2583.525177,2447.552727,2927.961205,3241.135435,3347.667997,3354.785835,3421.238431,3270.075478,3291.882799,3500.735205
东亚与太平洋地区,EAS,人均 GDP（现价美元）,NY.GDP.PCAP.CD,147.3684579,147.288865,148.6396506,161.9215392,181.7765995,197.7474832,215.4199581,227.7652528,244.9508298,274.8001439,316.0327938,342.3598325,415.0353648,535.0361838,602.7900736,647.5789468,700.0623196,821.695811,1021.521362,1092.261939,1163.185022,1263.022825,1217.936208,1275.791902,1346.403808,1399.723118,1800.854003,2080.576611,2463.34985,2525.363988,2598.122054,2892.053968,3118.616854,3444.719751,3805.089067,4272.14721,4068.153849,3849.187016,3414.585281,3774.769706,4045.075324,3728.802678,3756.361056,4096.936969,4559.673917,4829.31201,5084.351967,5647.053162,6476.447148,6628.143435,7676.519196,8842.715804,9401.268339,9445.934667,9663.41906,9546.209264,9793.32118,10369.69141
欧洲与中亚地区（不包括高收入）,ECA,人均 GDP（现价美元）,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2278.631312,2405.558768,2312.484526,2127.900982,2097.545229,1815.398101,1926.660176,1950.46401,2030.321626,1901.853355,1597.539514,1778.347386,1767.666789,2023.460586,2556.244344,3376.976371,4276.695055,5243.55841,6776.310964,8366.396061,6542.686208,7756.547778,9541.997721,10049.95922,10622.72568,9850.754306,7485.567414,7122.575846,7942.560389
欧洲与中亚地区,ECS,人均 GDP（现价美元）,NY.GDP.PCAP.CD,646.7408559,680.5627968,735.3653066,801.4801091,877.4904306,944.4515611,1016.36823,1083.588464,1120.346718,1219.687521,1360.548308,1522.676199,1809.411687,2279.772401,2556.232442,2964.398391,3059.393898,3443.794375,4175.384913,5074.216341,5708.39314,5047.146946,4834.756124,4663.678239,4456.139314,4584.288241,6218.472415,7636.987389,8449.36918,8583.753968,10445.9363,10745.40462,11500.42649,10534.04215,10994.62018,12653.34826,12900.3086,12220.06816,12506.23452,12347.07015,11619.02212,11714.35118,12792.28184,15541.29899,18061.81581,19182.93351,20702.31387,24106.79386,26353.15985,23085.68735,23531.20147,26013.77693,24973.81177,25979.179,26196.01535,22451.80905,22245.27367,23416.10782
厄瓜多尔,ECU,人均 GDP（现价美元）,NY.GDP.PCAP.CD,222.2668628,209.3517908,199.1730946,209.617604,226.719903,454.6655524,449.3990149,458.7800829,450.5711303,527.4997645,471.385993,440.7573993,495.5872546,588.5972465,970.7354295,1106.518478,1266.390725,1495.253146,1574.55979,1823.722995,2241.790006,2665.31225,2374.597409,1993.03494,1916.703586,1895.769887,1651.4935,1467.302462,1340.142796,1392.232518,1491.401682,1623.989246,1690.155141,1729.373393,2028.197734,2135.632812,2159.150814,2361.599124,2300.407884,1584.463443,1451.290776,1903.741571,2183.966796,2440.468905,2708.557892,3021.942547,3350.786541,3590.718086,4274.952065,4255.565701,4657.302361,5223.351763,5702.104313,6074.090829,6396.630483,6150.155955,6018.526868,6198.947323
阿拉伯埃及共和国,EGY,人均 GDP（现价美元）,NY.GDP.PCAP.CD,,,,,,165.5534063,168.4518045,171.4872106,183.0321702,200.5371083,219.2099524,230.4858914,238.971649,256.5276403,235.2476819,291.8764051,333.2701289,356.7459318,353.5300907,421.8201679,519.5679443,517.6296623,551.8019638,591.1888221,627.0417599,690.9584868,695.2501388,763.3467637,642.4632674,707.9248097,751.2411237,629.260459,697.1868548,760.1497283,830.4242696,944.2019116,1041.523448,1185.718121,1258.997552,1321.799713,1428.183004,1370.717438,1210.229249,1120.874928,1045.943208,1168.115231,1375.196316,1640.476068,2011.246154,2291.667062,2602.479549,2747.480327,3181.441708,3213.389158,3327.754247,3547.713012,3479.281246,2412.727082
欧洲货币联盟,EMU,人均 GDP（现价美元）,NY.GDP.PCAP.CD,924.9600844,1008.902471,1109.26355,1232.782688,1358.656733,1469.359734,1589.185902,1714.274957,1825.765497,2003.624144,2230.242101,2513.534073,3015.518046,3889.035329,4384.376378,5057.393803,5254.298077,5953.059279,7261.300582,8761.455581,9772.04312,8461.201433,8169.828917,7954.184457,7616.967746,7810.540478,10933.61645,13484.83914,14780.085,15031.69311,18829.02182,19502.7755,21416.1039,19533.58718,20572.18182,23683.30238,23910.78837,21809.81894,22364.32303,22206.92521,20170.92582,20424.50229,22114.78711,27138.10957,30958.29113,31966.28186,33783.09235,38700.7128,42220.04376,38480.92232,37605.14595,40610.7258,37604.59712,39111.44486,39823.54086,34362.68895,35038.55124,36869.05443
厄立特里亚,ERI,人均 GDP（现价美元）,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.9867265,150.9730942,172.3215472,187.0504479,222.5454459,217.1509292,231.2266102,208.6209747,208.1969487,215.1392103,201.7687981,232.7945459,287.4222243,276.7508096,297.8280588,317.3294336,326.0825642,430.7544499,482.1490904,582.7755302,,,,,,
西班牙,ESP,人均 GDP（现价美元）,NY.GDP.PCAP.CD,396.3922533,450.0532892,520.2061314,609.4873841,675.2416391,774.7616093,889.659872,968.3067818,950.5457406,1077.6787,1208.996662,1358.465747,1704.167361,2241.448847,2742.455585,3201.119201,3270.405729,3617.737759,4344.606706,5754.542183,6191.714945,5356.577832,5145.694384,4466.336264,4477.793724,4686.891069,6495.811997,8217.234257,9676.769252,10652.95797,13767.38147,14771.6723,16068.42672,13303.67613,13378.84984,15429.93942,16069.20709,14696.21611,15340.33211,15678.21523,14676.70609,15323.6114,17019.53541,21495.70741,24918.64584,26510.71745,28482.60948,32709.40104,35579.30993,32334.00548,30736.62785,31835.2888,28563.85904,29211.77375,29623.16445,25789.51955,26616.7578,28156.81584
爱沙尼亚,EST,人均 GDP（现价美元）,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3044.383709,3352.733741,3619.945496,4052.292271,4119.347394,4070.032827,4498.957027,5308.347781,7174.237415,8850.465115,10338.31322,12595.41065,16586.4052,18094.54805,14726.31828,14638.60482,17454.84342,17421.89022,19072.23852,19949.58138,17155.87418,17736.8027,19704.65504
埃塞俄比亚,ETH,人均 GDP（现价美元）,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,202.7919376,207.5479863,223.7872069,204.8721662,232.3715877,233.8183804,242.0451601,242.7873277,247.0265475,253.1929484,270.2443935,203.1645022,164.9584363,124.9830454,133.7288539,144.5003524,140.8611257,124.5056232,119.1340818,123.8762057,120.1789279,111.3634356,118.8734466,135.7623858,161.6266248,193.7949056,243.3026822,325.3825543,379.7566385,341.3099092,354.8463544,468.5067249,502.1535887,571.1622759,645.4650067,712.87795,767.5634778
欧洲联盟,EUU,人均 GDP（现价美元）,NY.GDP.PCAP.CD,876.753903,946.4420889,1024.825972,1118.987015,1229.327105,1327.741333,1428.365892,1523.801503,1573.266718,1716.92619,1933.680032,2175.726502,2588.279291,3266.706909,3651.172479,4234.1362,4365.004817,4922.901178,6009.252329,7310.455751,8309.849007,7325.734095,7031.033758,6799.298636,6513.873167,6715.839194,9183.309576,11329.68664,12597.65278,12819.43415,15842.93683,16408.80912,17825.10893,16196.25773,17157.34903,19859.99539,20273.7427,19102.37241,19725.83193,19656.30598,18243.8465,18407.32439,20017.87411,24277.73209,27922.40035,29092.99283,30922.81572,35593.50208,38136.08997,33979.49497,33677.00264,36408.7244,34235.14869,35588.0944,36670.13041,32207.3851,32259.86726,33715.12736
脆弱和受衝突影響的情況下,FCS,人均 GDP（现价美元）,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.4194083,568.5536743,539.2831873,597.3056932,673.7594909,799.1650607,922.9071599,1106.92041,1397.407189,1273.600289,1479.234068,1588.429699,1787.124173,1813.498124,1792.745172,1555.466758,1449.607191,1624.618252
芬兰,FIN,人均 GDP（现价美元）,NY.GDP.PCAP.CD,1179.353011,1327.427224,1411.702398,1522.319242,1707.503938,1882.086858,2010.213456,2034.18905,1907.077272,2178.03525,2467.476347,2718.207552,3180.005873,4176.272761,5301.542778,6260.191279,6744.696982,7074.35653,7634.482408,9339.177076,11232.27456,10934.56809,10945.27734,10505.83366,10841.56713,11405.93365,14962.25536,18580.65865,22056.70175,23983.84575,28380.54891,25503.21521,22337.48712,17617.03044,20305.58355,26273.4659,25777.6413,24676.49708,25989.4075,26178.79178,24253.25042,24913.24452,26834.02625,32816.16088,37636.11173,38969.17163,41120.67651,48288.5491,53401.31487,47107.15571,46202.41516,50790.72415,47415.55987,49638.07713,49914.61864,42424.22081,43433.03222,45703.32787
斐济,FJI,人均 GDP（现价美元）,NY.GDP.PCAP.CD,285.5425005,287.3291439,291.5397068,296.7729354,310.8729969,317.0729473,316.1795868,333.309188,334.647453,357.4594487,422.4135104,466.0437579,583.3499301,768.7384555,987.9761702,1186.739879,1182.176627,1202.711764,1360.870262,1640.678329,1893.046665,1898.594889,1786.918614,1638.637327,1681.974016,1603.586714,1795.605327,1632.073424,1535.414063,1632.138291,1834.989572,1881.569901,2057.40669,2166.052726,2383.915146,2540.751518,2714.2535,2641.064749,2070.165847,2408.165466,2076.013308,2038.891729,2259.055796,2835.973972,3332.918533,3658.630832,3749.939813,4078.82327,4177.657789,3369.408247,3651.966784,4353.121392,4546.738504,4763.068956,5061.397575,4889.461454,5197.50914,5589.388833
法国,FRA,人均 GDP（现价美元）,NY.GDP.PCAP.CD,1338.299606,1440.55433,1585.917267,1752.964403,1919.266718,2042.240384,2189.670888,2346.362952,2532.314748,2725.217643,2853.004496,3162.448246,3842.468177,4948.046817,5299.546575,6650.968966,6826.344825,7491.710345,9221.592767,11136.34164,12672.18125,11073.90623,10470.65989,9969.840237,9397.495188,9739.092057,13503.14102,16251.41264,17615.99146,17620.5602,21690.62912,21675.06425,23813.71184,22380.10396,23496.52332,26890.21988,26871.82902,24228.94235,24974.2722,24673.19897,22364.02939,22433.55571,24177.33517,29568.38595,33741.26515,34760.18777,36443.62344,41508.43269,45334.11091,41575.41618,40638.334,43790.7354,40874.71596,42592.95152,43008.65257,36613.37522,36870.21913,38476.65864
法罗群岛,FRO,人均 GDP（现价美元）,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23737.41677,23982.88067,22479.57899,24300.3786,26553.74656,30993.07706,34979.0817,35847.45356,40719.57503,47024.2297,49773.16687,46521.50171,47397.90292,50789.0486,48421.80307,53612.825,57543.66906,50581.96849,,
密克罗尼西亚联邦,FSM,人均 GDP（现价美元）,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,1320.062471,,,1275.867558,1296.378583,1355.12546,1436.906824,1528.064694,1682.203261,1756.185104,1908.903727,1909.350632,2065.004277,2019.91527,1906.880058,2029.289159,2046.639645,2170.92021,2240.021462,2257.773665,2296.26086,2252.803138,2355.544465,2397.451838,2441.501551,2516.018683,2693.023278,2861.771348,3000.948119,3150.910602,3047.584425,3057.24559,3018.008675,3143.749107,3187.55716
加蓬,GAB,人均 GDP（现价美元）,NY.GDP.PCAP.CD,283.4004647,332.5047204,358.5609752,299.2266457,411.7685848,425.2950373,453.131711,490.3076981,520.3792451,550.2859345,548.7080134,634.3151226,702.1565946,1157.150818,2425.358419,3320.824694,4533.81438,4138.857814,3439.42595,4258.763988,5869.279449,5166.313923,4717.981684,4309.04665,4407.284354,4023.581632,3990.070881,3742.656537,4253.668367,4517.927977,6251.017385,5523.198654,5566.362537,4244.913331,3958.596186,4565.580499,5111.374331,4663.140106,3827.975793,3883.325188,4116.460693,3976.104887,4102.55271,4892.011618,5685.577736,6826.880545,7141.549167,8352.817101,10094.02746,7603.660223,8754.142234,10716.22443,9774.193026,9679.723562,9692.136739,7448.749355,7078.68326,7220.687235
英国,GBR,人均 GDP（现价美元）,NY.GDP.PCAP.CD,1380.306241,1452.544709,1513.651449,1592.614477,1729.399978,1850.954769,1959.62783,2023.627564,1896.386749,2032.34701,2347.544318,2649.801514,3030.432514,3426.276221,3665.862798,4299.745618,4138.167788,4681.439932,5976.938169,7804.762081,10032.06208,9599.306222,9146.077357,8691.518813,8179.194441,8652.216542,10611.11221,13118.58653,15987.16808,16239.2822,19095.467,19900.72665,20487.17079,18389.01957,19709.2381,23013.45882,24219.62285,26621.48006,28014.8947,28383.66891,27982.35576,27427.5875,29785.98629,34173.97998,39983.98467,41732.64054,44252.31582,50134.3161,46767.59222,38262.18213,38893.01849,41412.34924,41790.77914,42724.06788,46783.46922,44305.55463,40412.03362,39720.44343
格鲁吉亚,GEO,人均 GDP（现价美元）,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.648226,,,547.3348931,517.1282647,569.0258582,670.4854579,774.6802033,805.2823434,628.8708298,691.9977206,733.9703965,779.375684,927.9891978,1207.388222,1530.036419,1872.680416,2492.12878,3174.949001,2706.588512,2964.477034,3725.063221,4142.869175,4274.376857,4429.650075,3764.640912,3865.785694,4078.254879
加纳,GHA,人均 GDP（现价美元）,NY.GDP.PCAP.CD,182.9791827,189.7133715,195.1199794,210.9689687,230.4311892,266.3186334,269.459223,216.8414126,202.7619646,233.6513329,257.6519519,273.8226979,232.5398766,263.685956,301.3668014,285.829524,275.8778832,312.9993132,353.7088743,381.0361948,411.5179312,379.7977725,351.3193905,341.0872137,358.3968172,354.2199896,437.078241,376.4318004,375.1812249,368.9623966,402.5888811,438.6143193,414.7673408,375.3204353,333.4049392,385.7373195,403.5344405,391.35568,414.768461,417.7679907,263.1124679,273.6596668,309.4844703,373.2815537,423.1936389,498.1723904,922.9537497,1090.686718,1224.401554,1086.765038,1312.607557,1574.978653,1629.800222,1814.492297,1449.662816,1353.68426,1517.495508,1641.486625
直布罗陀,GIB,人均 GDP（现价美元）,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
几内亚,GIN,人均 GDP（现价美元）,NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,367.6243838,379.3634686,429.2252767,421.447937,441.4127933,472.9737936,485.9748491,457.7628488,448.4475642,469.2761014,475.7463919,453.801151,421.9982034,399.9739644,340.0516918,315.8398003,322.811171,370.1931781,386.3288283,303.424498,442.8374053,578.0349637,679.0384165,615.084216,647.8032029,590.0338558,665.230653,716.2441951,742.4531519,732.5614016,748.3013708,824.9846452
